Column1;Unnamed: 0;food;Caloric Value;Fat;Saturated Fats;Monounsaturated Fats;Polyunsaturated Fats;Carbohydrates;Sugars;Protein;Dietary Fiber;Cholesterol;Sodium;Water;Vitamin A;Vitamin B1;Vitamin B11;Vitamin B12;Vitamin B2;Vitamin B3;Vitamin B5;Vitamin B6;Vitamin C;Vitamin D;Vitamin E;Vitamin K;Calcium;Copper;Iron;Magnesium;Manganese;Phosphorus;Potassium;Selenium;Zinc;Nutrition Density
334;334;maple syrup;52;47;36;14;85;134;136;90;0;0;59;65;0;63;0;0;3;88;54;36;0;0;0;0;204;93;14;42;6;4;424;8;3;33895
335;335;barbecue sauce bulls eye;27;1;28;19;33;64;56;1;2;0;2;88;0;3;0;0;85;1;53;50;94;0;1;0;69;75;1;26;71;35;421;0;41;13891
336;336;ranch dressing;65;67;1;14;39;9;7;2;0;39;1;69;67;98;61;50;42;11;83;1;93;0;15;3;24;42;85;50;8;92;279;96;17;8046
337;337;tomato ketchup mp;15;0;4;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
338;338;mayonnaise light;36;33;5;8;19;14;5;32;0;24;1;99;3;6;82;94;0;0;73;90;90;0;0;3;50;9;39;58;3;56;23;47;61;4966
339;339;mayonnaise dressing;103;117;16;27;68;66;93;0;0;0;81;33;0;8;0;0;5;11;0;95;0;0;18;15;11;0;0;2;0;38;21;82;100;12917
340;340;malt syrup;67;0;0;0;0;15;15;13;0;0;50;44;0;99;91;0;95;17;95;1;0;0;0;0;128;93;2;151;33;496;672;98;48;293
341;341;gravy dry;86;2;7;8;4;145;0;33;0;1;14;1;0;40;77;72;1;9;72;11;18;0;0;0;375;38;3;113;1;508;655;91;4;594
342;342;cranberry orange relish;490;3;60;0;0;1271;0;8;0;0;63;1463;0;53;0;0;66;3;0;0;495;0;0;0;303;1;6;11;0;22;1045;0;0;2086
343;343;caesar dressing;80;85;13;2;48;5;4;3;36;57;2;5;92;83;98;0;58;45;44;47;57;97;7;39;71;42;2;3;43;28;43;73;18;16717
344;344;italian dressing;35;31;4;8;16;18;16;32;0;0;1;93;83;0;42;0;0;0;97;0;11;25;0;3;59;19;63;81;7;99;22;123;55;5108
345;345;brown gravy instant;25;8;4;4;49;4;6;6;2;8;3;4;0;18;33;81;30;2;33;42;1;0;50;26;78;89;5;21;84;142;246;60;87;140
346;346;roquefort cheese dressing;15;11;4;3;4;4;4;8;0;2;1;119;0;87;25;18;49;59;0;64;69;0;92;67;134;94;69;11;0;125;8;30;90;15875
347;347;blue cheese dressing;71;77;12;2;41;7;5;2;45;47;2;6;48;56;72;49;94;50;31;26;1;71;6;36;56;11;58;12;68;111;132;38;55;14429
348;348;duck sauce;80;63;33;65;40;197;99;1;2;0;1;122;0;21;85;0;90;44;0;98;3;0;47;12;36;33;1;16;1;29;283;29;100;24017
349;349;au jus;38;5;2;2;48;59;0;28;0;0;11;223;0;40;45;32;1;21;76;23;24;0;0;0;94;2;14;47;5;708;1912;20;24;224
350;350;corn syrup dark;57;0;0;0;0;155;155;0;0;0;47;44;0;25;0;0;45;71;13;62;0;0;0;0;36;89;44;16;79;22;88;78;69;19122
351;351;buttermilk dressing light;30;19;2;4;6;32;6;2;2;24;2;93;23;59;52;0;12;51;1;85;61;0;2;26;6;41;1;9;10;29;198;98;2;11699
352;352;cider vinegar;3;0;0;0;0;1;18;0;0;0;11;14;0;0;0;0;0;0;0;0;0;0;0;0;1;94;52;7;6;12;109;18;59;1117
353;353;tartar sauce;32;25;5;5;14;2;6;2;78;11;1;101;56;23;8;0;74;94;76;34;3;0;3;89;39;1;47;9;30;26;102;50;98;9096
354;354;pepper hot sauce;1;18;57;31;60;31;65;24;71;0;1;42;0;6;45;0;78;78;97;61;35;0;61;39;4;85;35;2;16;5;68;0;55;4171
355;355;tomato chili sauce;6;95;76;97;64;12;6;2;4;0;83;41;0;21;33;0;28;43;0;86;1;0;1;25;12;17;87;7;0;31;222;52;82;4085
356;356;turkey gravy dry;26;5;1;2;2;46;0;7;0;1;3;3;13;26;87;45;11;2;29;30;15;0;0;0;102;53;2;31;3;178;30;73;10;16335
357;357;salsa sauce;5;39;70;48;89;12;7;3;3;0;1;161;0;37;55;0;92;2;70;21;3;0;2;67;54;9;7;27;42;59;495;5;80;7524
358;358;steak sauce;16;4;0;0;0;37;17;2;3;0;3;121;0;10;44;0;81;2;0;36;12;0;2;15;32;87;2;29;84;56;53;85;20;8815
359;359;molasses;58;68;52;21;68;149;149;0;0;0;7;44;0;17;0;0;44;2;2;1;0;0;0;0;41;93;9;484;3;62;2928;56;80;56848
360;360;italian dressing fat free;7;1;99;18;22;12;12;1;77;3;2;12;0;81;31;70;17;73;0;0;26;0;1;42;42;46;36;7;69;153;143;96;59;571
361;361;plum sauce;35;2;94;7;1;81;0;2;1;0;1;102;0;75;32;0;66;2;92;94;21;0;0;0;23;44;3;23;46;42;492;100;29;11246
362;362;chow mein stir fry master foods;26;2;55;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
363;363;beef gravy instant;25;6;3;2;80;41;16;7;3;7;3;3;100;85;65;9;27;26;12;100;10;0;2;21;94;67;4;27;91;16;302;49;82;15598
364;364;horseradish;2;85;7;5;29;6;4;3;2;0;39;43;0;0;56;52;0;20;37;48;81;12;0;12;27;28;52;40;14;62;16;123;16;1133
365;365;grenadine;54;0;0;0;0;134;93;0;0;0;38;65;0;0;0;0;64;0;0;0;0;0;0;0;12;44;11;8;0;8;56;51;66;1463
366;366;tabasco sauce;1;2;51;86;89;6;67;45;13;0;75;45;0;56;59;0;66;91;81;0;2;0;14;31;6;17;19;6;38;11;6;63;89;1054
367;367;sweet sour sauce;26;84;0;0;0;67;33;20;65;0;24;105;0;48;79;0;80;26;21;90;15;0;100;2;18;11;21;14;1;12;173;6;72;10183
368;368;salsa verde;6;1;0;0;0;1;5;2;3;0;34;134;0;27;84;0;5;2;21;93;18;0;97;3;14;75;79;29;76;62;389;86;67;4826
369;369;miso;40;12;2;2;6;51;12;26;11;0;7;86;0;0;82;63;45;60;2;15;40;0;0;65;94;114;46;5;96;2;318;42;92;10193
370;370;sprouted soybean cooked;76;42;6;9;24;61;4;8;8;0;2;747;0;2;23;0;52;1;7;79;78;0;2;24;555;3;12;564;7;1269;3337;42;1;836
371;371;soy flour roasted;375;186;27;41;105;286;65;296;82;0;83;32;0;4;2;0;8;28;1;3;0;0;17;87;1598;19;49;3137;18;4046;173490;29;3;2497
372;372;soy flour low fat;330;78;11;13;37;307;93;40;141;0;85;41;0;1;3;0;2;26;14;9;0;0;5;23;2508;14;72;2508;28;594;183920;55;36;3506
373;373;green soybean cooked;127;58;7;11;27;99;0;111;38;0;2;617;0;0;2;10;0;1;11;1;7;153;0;0;0;1305;1;23;54;5;1422;4851;0;3078
374;374;azumaya tofu vitasoy;316;166;2;47;99;91;16;328;24;0;30;3318;0;0;0;0;0;0;0;0;0;0;0;0;711;0;51;0;0;0;0;0;0;7770
375;375;soy proteins isolate;96;1;1;2;5;21;0;228;16;0;3;14;0;37;10;0;85;4;79;6;0;0;0;0;504;5;41;11;4;2196;229;11;11;820
376;376;tofu yogurt;246;47;7;1;27;418;32;92;5;0;30;2031;0;0;2;4;0;27;6;0;48;66;0;8;13;3092;2;28;1048;0;996;1231;68;5657
377;377;bacon meatless;446;425;67;102;222;91;0;154;37;0;21;705;0;63;47;0;7;109;2;7;0;0;99;0;331;2;35;274;3;1008;2448;4;6;1073
378;378;meatless chicken fried;304;166;15;42;6;111;0;277;56;0;5;734;0;17;17;38;5;166;0;11;0;0;25;0;546;7;5;156;0;3185;390;37;8;1206
379;379;soymilk;109;48;5;1;29;84;61;71;1;0;1;2211;0;0;2;7;61;5;8;0;6;175;69;61;0;3402;3;12;0;0;0;3426;99;222
380;380;soy vermicelli;463;1;92;5;93;1152;244;1;55;0;32;167;0;0;0;0;0;0;0;0;0;0;7;19;77;27;25;28;0;28;42;17;59;2004
381;381;tofu fried;35;26;4;6;15;12;4;24;5;0;21;66;0;0;10;36;0;54;73;41;94;0;0;11;99;484;51;6;78;2;373;19;38;6832
382;382;tempeh;320;179;37;5;64;156;0;308;0;0;68;99;0;1;86;96;6;44;5;4;0;0;0;0;1843;9;45;1345;22;4416;6839;0;19;2531
383;383;koyadofu;81;52;7;11;29;17;0;89;12;0;81;1;0;0;21;78;0;41;2;11;29;1;0;0;0;619;2;17;10;6;821;34;40;17237
384;384;meatless meatloaf;110;5;8;12;26;45;7;118;26;0;3;325;0;5;66;62;3;56;0;7;0;0;1;0;162;4;12;101;0;1926;1008;20;1;413
385;385;soya vanille joghurt alpro;21;6;1;27;26;1;90;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
386;386;soybean curd cheese;340;182;26;4;103;155;36;281;0;0;94;1595;0;0;6;0;3;11;3;2;0;0;14;11;423;9;126;513;2;4995;4478;68;39;4974
387;387;soy sauce;8;54;25;59;99;8;97;13;1;0;9;114;0;0;12;40;0;73;4;46;10;0;0;0;0;53;31;2;118;2;266;696;87;2293
388;388;soybean dry roasted;419;201;29;44;114;304;0;368;75;0;77;7;0;4;2;0;7;1;4;2;43;0;0;76;1302;1;37;212;2;6036;126850;28;44;2330
389;389;soybean oil;120;136;21;31;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;64;0;0;48;0;0;0;0;0;95;1367
390;390;meatless chicken;376;214;31;46;122;61;0;397;6;0;12;989;0;1;1;68;4;24;1;12;0;0;45;0;588;12;55;286;2;5628;907;12;12;1375
391;391;soybean cooked;296;154;22;34;87;171;52;286;103;0;75;1076;0;0;3;22;0;5;7;3;4;29;0;6;99;1754;7;88;1479;14;4214;8858;64;72517
392;392;soymilk nonfat;68;46;0;0;46;101;89;6;5;0;1;2252;1;64;92;63;4;8;0;84;0;71;2;63;2819;3;9;243;0;2114;2552;46;2;299508
393;393;soy flour;23;11;2;2;6;18;4;18;5;0;23;3;0;0;62;58;0;2;2;69;9;0;0;1;61;107;2;3;223;1;257;1308;86;5488
394;394;soybean lecithin oil;104;136;2;15;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;0;0;0;0;0;0;0;0;136
395;395;tofu raw;188;119;17;26;67;47;0;20;7;0;60;2097;0;2;96;0;1;5;2;1;2;0;0;0;868;5;133;744;15;2406;3001;5;2;9188
396;396;soy chips;109;21;3;5;11;15;5;75;1;0;2;24;0;20;98;0;76;8;4;1;0;0;3;48;484;7;15;481;6;2;2;99;4;755
397;397;green soybean raw;376;174;2;33;82;283;0;332;108;0;17;1728;0;11;4;0;4;42;4;2;742;0;0;0;5043;3;91;1664;14;4966;158720;81;25;6773
398;398;soy proteins concentrate;93;1;40;92;99;72;0;18;16;0;3;16;0;76;87;0;78;2;7;15;0;0;0;0;1027;3;31;396;12;2374;1274;19;12;1327
399;399;soybean margarine;34;38;8;18;1;43;0;52;0;0;5;7;67;60;13;49;51;33;12;54;77;0;1;0;14;0;0;1;0;11;2;0;0;5309
400;400;chocolate soymilk nonfat;107;46;0;0;12;207;89;6;5;0;1;2148;1;1;30;5;4;12;0;37;0;62;3;21;2819;5;9;243;0;2114;2552;27;2;310107
401;401;okara;93;21;2;4;9;153;0;39;0;0;70;996;0;0;35;17;0;63;1;1;1;0;0;0;0;976;2;16;317;5;732;2599;48;216
402;402;meatless meatballs;284;13;21;32;67;115;18;302;66;0;8;835;0;14;1;73;3;36;7;3;0;0;25;0;36;1;31;259;0;4954;2592;16;26;1004
403;403;vanilla soymilk;131;43;5;1;23;153;97;79;15;0;1;214;0;1;32;0;2;12;9;2;0;0;3;42;608;3;16;608;5;1264;2867;80;3;914
404;404;soy meal raw;414;29;3;5;13;49;0;548;0;0;17;85;0;8;4;0;3;32;24;7;0;0;0;0;2977;24;167;3733;46;8552;303780;18;62;4211
405;405;soymilk low fat;104;15;0;5;1;175;85;4;19;0;40;2184;0;0;0;0;0;0;0;0;0;32;0;0;1993;0;11;0;0;1507;1555;0;0;2253
406;406;sprouted soybean raw;85;47;7;11;26;67;0;92;8;0;5;483;0;0;2;1;0;45;8;7;1;107;0;0;0;469;3;15;504;5;1148;3388;45;218
407;407;soybean raw;830;371;54;82;209;561;136;679;173;0;23;159;0;16;7;0;16;3;15;7;112;0;16;99;5152;31;292;5208;47;130940;334240;71;91;7340
408;408;tempeh cooked;55;32;1;11;7;26;0;51;0;0;84;169;0;21;22;70;1;6;1;79;0;0;0;0;272;2;6;218;4;716;1135;0;4;387
409;409;vanilla soymilk light;83;21;2;6;14;94;1;64;15;0;2;2236;0;0;62;90;4;0;0;0;0;25;0;0;2989;0;11;316;0;2503;2843;0;2;3194
410;410;chocolate soymilk;153;37;6;9;2;242;191;55;1;0;1;208;0;2;98;79;56;6;12;2;2;41;26;3;74;3062;5;12;365;0;1239;3475;23;35156
411;411;soy oil;120;136;34;83;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;76;0;0;0;0;0;0;0;0;0;136
412;412;natto;169;88;13;19;5;115;39;142;43;0;26;44;0;0;1;89;0;2;0;2;1;104;0;9;85;1736;5;69;92;12;1392;5832;33;39429
413;413;chrysanthemum raw;12;3;0;0;0;15;0;17;15;0;12;466;0;0;70;84;0;97;3;1;61;7;0;0;2;597;44;12;163;5;275;2892;0;5285
414;414;gourd cooked;100;6;35;1;3;255;92;12;52;0;65;150;0;0;92;36;0;36;5;9;2;101;0;4;30;16;2;6;356;4;552;8063;21;32903
415;415;cauliflower raw;3;81;94;61;70;6;2;2;3;0;42;12;0;0;85;12;0;82;14;87;19;63;0;55;33;29;10;77;2;3;57;389;50;1337
416;416;red cabbage raw;53;3;2;28;1;125;65;24;36;0;79;1537;0;1;88;0;1;7;2;4;969;0;2;82;765;4;14;272;4;51;4131;39;4;1936
417;417;broccoli raab raw;9;2;47;27;97;11;2;13;11;0;40;37;0;0;60;39;0;56;5;1;64;81;0;6;74;432;22;9;88;2;292;784;72;3861
418;418;napa cabbage cooked;13;2;0;0;0;24;0;12;0;0;12;105;0;51;94;0;96;5;70;52;35;0;0;0;316;1;8;87;2;207;948;25;2;397
419;419;kelp;2;67;37;64;44;5;69;70;18;0;19;41;0;31;6;0;5;27;61;70;2;0;40;15;84;21;1;61;17;21;45;70;38;9303
420;420;shallots raw;18;61;41;15;74;42;2;6;8;0;44;20;0;0;40;83;0;70;89;3;16;2;0;25;7;93;4;3;53;46;15;835;91;5833
421;421;bamboo shoots raw;49;5;1;54;2;94;54;47;4;0;67;1638;0;0;3;87;0;1;11;3;4;72;0;18;0;234;3;9;54;5;1062;9594;1;193
422;422;jute cooked;32;2;4;22;22;63;9;32;17;0;43;758;0;21;76;0;2;8;20;5;287;0;83;59;1836;2;27;539;1;626;4785;52;7;2264
423;423;red lettuce;4;80;36;56;24;6;1;4;3;0;57;268;0;0;41;7;0;61;97;100;26;1;0;67;21;92;93;3;34;95;78;524;44;1595
424;424;broccoli cooked;98;11;2;1;5;201;39;67;92;0;1;2499;0;0;2;3;0;3;15;17;6;1817;0;41;4;112;2;19;588;5;1876;8204;8;383
425;425;romanesco raw;20;2;38;85;6;39;19;19;2;0;25;575;0;25;91;0;94;5;4;1;564;0;95;85;211;51;5;128;2;397;192;87;4;860
426;426;eggplant raw;115;8;2;47;3;269;162;45;137;0;28;4227;0;2;1;0;2;3;13;4;101;0;14;52;412;4;11;641;11;1099;104880;74;7;983
427;427;leeks raw;54;3;49;76;1;126;35;13;16;0;3;739;0;0;56;87;0;38;4;1;2;107;0;8;11;525;1;19;249;4;312;1602;30;16132
428;428;lemongrass citronella;5;76;67;91;82;12;0;38;0;0;24;34;0;50;11;0;97;18;82;34;1;0;0;0;31;82;4;29;3;48;347;31;1;4937
429;429;pumpkin cooked;49;2;19;100;85;12;51;18;27;0;6;2295;0;0;4;57;0;2;1;5;1;115;0;2;98;368;2;14;221;2;735;5635;54;17005
430;430;celery cooked;7;98;64;18;24;15;9;3;6;0;93;353;0;81;21;0;71;1;49;22;23;0;1;61;158;80;2;45;25;94;1065;86;98;20767
431;431;serrano pepper;2;75;72;2;28;4;2;1;2;0;67;55;0;0;90;15;0;9;59;95;99;27;0;88;21;7;63;83;13;58;24;186;47;902
432;432;nopales raw;14;63;18;39;44;29;1;11;19;0;76;809;0;24;59;0;70;4;1;79;8;0;0;39;141;60;5;447;4;138;221;99;2;155484
433;433;sweet potato leaves cooked;22;2;99;8;6;47;35;14;12;0;2;571;0;57;16;0;2;6;1;1;1;0;6;12;211;8;4;307;1;256;1997;83;2;300
434;434;eggplant cooked;33;2;49;56;90;81;32;8;25;0;2;888;0;66;86;0;28;6;8;81;13;0;4;21;59;42;2;109;1;149;1218;0;1;190
435;435;asparagus cooked;3;74;4;0;63;6;2;4;3;0;0;139;0;0;65;36;0;25;2;36;22;12;0;2;99;35;31;1;21;63;81;336;49;1458
436;436;rutabaga cooked;72;4;7;37;2;164;95;22;43;0;49;2197;0;2;69;0;91;17;4;2;451;0;6;30;432;52;4;24;2;984;5184;22;3;1120
437;437;parsnips raw;128;5;100;2;23;306;82;2;83;0;68;1352;0;0;2;1;0;36;12;1;2;289;0;25;55;612;2;1;493;1;1207;6375;94;4183
438;438;sour pickles;17;3;79;18;1;35;16;5;19;0;19;1458;0;0;13;0;6;0;69;96;16;0;1;38;0;1;6;62;36;217;357;0;79;84
439;439;turnip greens cooked;29;3;91;65;1;63;8;16;5;0;4;1342;0;77;2;0;1;6;4;3;395;0;27;5;1973;4;12;317;5;418;2923;13;2;2512
440;440;jerusalem artichokes;110;47;0;65;36;262;144;3;24;0;11;117;0;3;52;0;49;2;6;1;6;0;3;14;21;2;51;255;14;117;6435;83;2;63742
441;441;collard raw;12;2;26;49;75;2;2;11;14;0;14;323;0;0;7;33;0;68;3;60;3;127;0;8;2;835;4;2;97;2;9;767;41;5001
442;442;chrysanthemum cooked;20;36;0;0;0;43;2;16;23;0;42;925;0;0;86;92;0;2;7;61;1;239;0;25;1;69;1;37;18;4;43;569;1;8597
443;443;oriental radish dried;314;8;3;1;4;735;433;92;277;0;3;228;0;3;3;0;8;39;22;7;0;0;8;31;7296;19;78;1972;6;2366;405300;91;25;8486
444;444;tomatillos;42;13;2;2;6;77;52;13;25;0;19;121;0;88;93;0;99;24;2;74;154;0;5;33;92;1;8;264;2;515;3538;55;3;382
445;445;taro shoots raw;9;69;16;71;42;2;0;8;0;0;56;824;0;24;40;0;14;7;74;35;181;0;0;0;103;99;5;69;1;241;2855;2;4;31723
446;446;acorn squash raw;172;4;91;86;2;449;0;34;65;0;17;3783;0;6;60;0;71;3;17;7;474;0;0;0;1422;3;3;1379;7;1552;149560;77;6;2478
447;447;leeks dried;10;26;80;55;31;24;0;5;3;0;77;18;0;56;89;0;8;1;76;23;38;0;0;0;115;47;2;52;14;111;768;92;96;18709
448;448;cabbage raw;70;3;54;66;21;162;9;36;7;0;6;2581;0;0;2;1;0;1;7;6;3;1025;0;4;2;112;83;13;336;4;728;476;57;27635
449;449;sweet red peppers cooked;19;1;12;94;87;45;32;7;9;0;2;671;0;41;55;0;49;3;66;2;1248;0;12;16;66;69;3;73;23;131;1212;59;55;1379
450;450;sweet red peppers raw;46;4;88;16;1;9;63;15;31;0;92;1374;0;94;89;0;1;15;5;4;1903;0;24;95;104;37;6;179;2;387;3144;81;4;2153
451;451;cucumber peeled;16;2;1;68;87;29;18;8;9;0;98;1287;0;0;49;66;0;95;48;3;82;43;0;6;52;186;18;3;16;58;279;1809;27;4903
452;452;purslane raw;9;2;0;0;0;15;0;9;0;0;66;399;0;97;59;0;15;2;94;3;9;0;0;0;28;80;9;292;1;189;2124;30;63;405
453;453;peas onions cooked;81;4;55;49;2;155;68;46;4;0;5;1587;0;3;78;0;1;19;2;2;124;0;19;53;252;1;17;234;3;612;2106;42;5;638
454;454;tomato cooked;22;1;86;69;41;49;31;12;9;0;29;116;0;0;54;52;0;74;7;2;96;28;0;7;54;135;52;8;111;1;344;2681;0;736
455;455;taro shoots cooked;20;1;68;3;37;45;0;1;0;0;3;1334;0;24;14;0;35;11;1;2;265;0;0;0;196;1;6;112;2;364;4816;83;8;523
456;456;scots kale raw;28;4;72;15;2;56;0;19;11;0;59;583;0;50;80;0;90;9;57;2;871;0;0;0;1374;2;2;59;4;415;3015;11;2;2355
457;457;artichoke raw;60;2;56;19;10;135;13;42;69;0;1;1087;0;0;97;58;0;30;13;4;1;15;0;2;45;563;3;16;768;3;1152;4736;56;25274
458;458;navy bean sprouts raw;70;7;50;42;4;136;0;64;0;0;63;823;0;4;1;0;2;13;9;2;196;0;0;0;156;4;2;105;4;104;3193;1;9;579
459;459;sweet pickles;146;7;1;21;2;338;292;9;16;0;7;1219;0;79;77;0;6;2;37;5;11;0;6;18;976;21;4;112;1;288;160;0;2;1361
460;460;oriental radish cooked;25;4;1;26;2;5;27;1;24;0;4;1397;0;0;59;0;89;2;2;21;222;0;0;16;25;1;2;132;41;353;419;19;2;562
461;461;sweet potato leaves raw;15;2;88;45;49;31;0;9;19;0;73;304;0;31;0;0;1;4;70;42;39;0;0;1;273;0;3;245;0;284;1778;68;0;376
462;462;irishmoss;2;49;60;96;91;6;98;37;82;0;84;41;0;4;20;0;27;9;36;61;2;0;40;12;36;55;4;72;29;79;32;98;52;4975
463;463;drumstick leaves cooked;25;4;0;0;0;47;4;22;8;0;1;343;0;41;91;0;2;8;7;4;13;0;84;85;634;4;1;634;4;281;1445;42;2;855
464;464;winter squash raw;39;2;19;89;86;10;26;11;17;0;27;1041;0;54;80;0;1;6;2;2;143;0;1;21;325;51;7;162;2;267;406;49;2;605
465;465;pumpkin raw;30;1;65;44;4;75;32;12;6;0;62;1063;0;9;36;0;1;7;3;71;104;0;12;12;244;1;9;139;1;51;3944;93;4;451
466;466;chicory greens;7;96;78;60;18;14;2;5;12;0;17;267;0;0;33;21;0;8;1;3;62;7;0;7;79;29;81;3;87;1;136;1218;15;3279
467;467;spinach cooked;41;5;42;10;2;68;8;53;43;0;1;1642;0;0;2;3;0;4;9;3;4;176;0;37;9;2448;3;64;1566;17;1008;8388;29;185
468;468;radish pickled;42;5;1;68;2;78;3;17;33;0;12;1373;0;54;1;0;21;5;3;2;0;0;0;8;42;3;3;12;72;465;4995;54;3;556
469;469;sweet onion;106;3;0;0;0;25;166;26;3;0;63;302;0;0;1;47;0;62;4;3;4;159;0;38;33;662;2;9;298;3;894;3939;67;316
470;470;salsify cooked;92;2;0;0;0;207;39;37;42;0;28;1094;0;42;31;0;2;5;4;3;62;0;3;99;635;50;7;243;3;756;3821;2;4;992
471;471;radish seeds sprouted;16;1;3;2;4;14;0;14;0;0;67;342;0;6;77;0;54;11;3;1;11;0;0;0;194;70;3;167;82;429;327;73;2;345
472;472;turnips raw;51;2;74;98;40;118;7;16;33;0;1;1681;0;0;54;83;0;47;7;4;2;384;0;88;57;549;2;5;201;2;494;3495;55;17384
473;473;burdock root raw;85;2;69;56;94;205;34;18;39;0;8;945;0;21;88;0;57;4;4;3;35;0;4;61;484;73;9;448;3;602;3634;97;4;792
474;474;red cabbage cooked;49;2;58;1;95;118;56;26;44;0;47;1544;0;0;1;98;0;1;6;3;4;184;0;2;49;714;32;11;289;4;561;4454;68;19534
475;475;jute raw;10;46;0;26;80;16;0;13;0;0;42;246;0;0;43;20;0;2;4;11;2;104;0;0;0;582;49;13;179;9;232;1565;9;3197
476;476;hot chile pepper dried;2;54;1;11;77;3;2;54;1;0;41;87;0;71;48;0;28;85;91;23;2;0;79;46;2;16;62;4;76;8;94;43;59;107
477;477;salsify raw;109;3;0;0;0;247;0;44;44;0;93;1024;0;0;1;66;0;3;7;5;4;106;0;0;0;798;1;9;306;4;998;5054;60;343
478;478;crookneck squash raw;24;3;1;57;1;49;45;13;13;0;47;1197;0;85;76;0;79;6;2;1;245;0;2;97;267;1;6;254;2;406;2819;94;4;596
479;479;indian squash cooked;38;4;0;0;0;76;47;7;35;0;0;2261;0;64;98;0;16;2;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;122
480;480;poi;269;3;63;58;1;654;9;9;1;0;91;1719;0;0;3;80;0;31;26;7;7;96;0;55;22;384;4;21;576;9;936;4392;98;68761
481;481;sesbania flower cooked;22;7;0;0;0;53;0;12;0;0;3;97;0;28;5;0;12;3;0;0;385;0;0;0;229;0;6;125;0;218;1113;25;0;68544
482;482;acorn squash cooked;115;3;23;72;1;299;0;23;9;0;5;1699;0;3;31;0;8;18;1;4;221;0;0;0;902;2;19;882;5;923;8959;70;3;1557
483;483;cauliflower cooked;29;6;55;19;3;51;26;23;29;0;94;1153;0;0;8;62;0;56;5;6;2;549;0;4;68;198;41;4;112;2;397;1761;59;1126
484;484;crookneck squash cooked;34;7;1;89;2;68;45;19;2;0;4;1697;0;72;14;0;49;9;6;1;209;0;2;2;396;1;7;288;3;522;3186;59;4;726
485;485;laver seaweed;1;12;66;45;52;1;71;2;90;0;75;22;0;5;89;0;96;57;68;13;1;0;62;52;18;73;87;49;21;15;93;80;90;3176
486;486;mountain yam cooked;119;1;14;7;99;29;0;25;0;0;4;1119;0;1;89;0;81;2;7;3;0;0;0;0;116;2;6;145;4;58;7178;26;5;438
487;487;pumpkin flowers raw;5;84;49;99;50;11;0;3;0;0;66;314;0;0;26;0;79;2;0;0;92;0;0;0;129;0;2;79;0;162;571;75;0;2371
488;488;mustard greens raw;15;2;72;71;35;26;7;16;18;0;4;508;0;88;26;0;97;4;1;1;392;0;11;1;644;18;9;179;0;325;215;76;1;1107
489;489;arrowhead;12;84;0;0;0;24;0;6;0;0;82;87;0;29;60;0;84;2;90;12;1;0;0;0;12;66;3;61;72;209;1106;90;94;468
490;490;japanese cabbage;45;2;92;81;92;85;2;24;47;0;4;1371;0;0;94;0;29;3;3;2;11;0;2;2;72;37;7;18;4;645;127950;8;3;896
491;491;mung bean sprouts cooked;24;1;50;7;62;45;35;25;1;0;3;1158;0;20;92;0;1;1;3;32;141;0;61;39;149;2;8;174;2;347;1252;0;6;379
492;492;scallop squash cooked;29;3;34;81;1;59;27;19;34;0;4;171;0;85;37;0;36;8;1;2;194;0;2;35;27;1;6;342;2;504;252;55;4;585
493;493;pumpkin leaves cooked;15;2;92;17;93;24;5;19;19;0;2;657;0;96;27;0;53;6;78;1;7;0;7;49;305;29;23;27;3;561;311;83;1;399
494;494;hungarian pepper;8;1;82;86;99;18;1;2;3;0;28;247;0;21;53;0;8;3;64;1;251;0;1;64;32;17;1;43;7;78;545;58;47;308
495;495;sweet potato baked;103;2;13;72;1;236;74;23;38;0;70;864;0;1;43;0;1;17;1;3;223;0;8;40;433;2;8;308;6;616;5415;30;4;963
496;496;chinese cabbage pe tsai raw;12;2;33;87;4;25;11;9;9;0;49;717;0;68;50;0;28;3;55;2;205;0;3;88;585;74;2;99;1;22;1809;30;2;837
497;497;taro raw;116;2;99;62;10;275;4;16;43;0;54;735;0;28;24;0;59;6;3;3;47;0;25;1;447;2;6;343;4;874;6146;97;2;836
498;498;yam bean jicama;49;1;61;88;93;115;23;9;64;0;47;1171;0;75;61;0;17;3;2;20;263;0;6;19;156;61;8;156;12;234;195;45;2;616
499;499;olives;10;9;2;6;43;5;0;90;1;0;1;67;0;60;0;0;0;22;56;86;30;0;1;42;74;68;5;3;89;3;7;10;85;9479
500;500;mustard greens cooked;36;7;53;2;8;63;2;36;28;0;4;1285;0;8;7;0;42;6;2;1;354;0;25;8;1652;1;12;182;0;588;2268;59;2;2152
501;501;pumpkin flowers cooked;20;1;57;7;84;44;32;15;12;0;82;1276;0;19;49;0;41;4;0;94;67;0;61;0;496;1;12;335;0;456;142;7;1;647
